year	Academy Award	Winner	Movie Name	Producer	IMDB Rating	IMDB Votes	Tomatometer	Average Critic Score	Percent Audience Liked	Average Audience Score	Release Date	Production Budget	Domestic Gross	Worldwide Gross	Normalized Budget	Normalized Gross	Return on Investment
1985	58th	FALSE	Kiss of the Spider Woman	David Weisman	7.4	11076	88	7.5	81	7.2							
1985	58th	FALSE	The Color Purple	Steven Spielberg	7.8	61926	88	6.9	94	7.8	12/18/1985	15000000	93589701	93589701	0.035293982	0.033617969	6.2393134
1984	57th	FALSE	A Soldier's Story	Norman Jewison	7.2	6767	89	7.2	82	7.6							
1984	57th	FALSE	Places in the Heart	Arlene Donovan	7.3	7830	96	8.1	82	7.4							
1984	57th	FALSE	A Passage to India	John Brabourne and Richard Goodwin	7.4	13167	85	7.3	78	7.2	12/14/1984	27500000	27187653	27187653	0.06470575	0.009765964	0.988641927
1984	57th	FALSE	The Killing Fields	David Puttnam	7.9	42587	93	8.3	92	8							
1984	57th	TRUE	Amadeus	Saul Zaentz	8.3	276072	95	8.7	95	7.8	9/19/1984	18000000	51973029	51973029	0.042352806	0.018669016	2.8873905
1983	56th	FALSE	The Right Stuff	Irwin Winkler and Robert Chartoff	7.9	45842	98	8.9	90	8	10/21/1983	27000000	21500000	21500000	0.06352928	0.007722926	0.796296296
1983	56th	FALSE	Tender Mercies	Philip S. Hobel	7.5	7260	85	7.3	82	7.6							
1983	56th	FALSE	The Big Chill	Michael Shamberg	7.2	26068	68	6.2	77	7.2							
1983	56th	TRUE	Terms of Endearment	James L. Brooks	7.4	40990	88	7.5	84	7.4							
1983	56th	FALSE	The Dresser	Peter Yates	7.7	3713	100	8	88	7.6							
1982	55th	FALSE	The Verdict	Richard D. Zanuck and David Brown	7.8	26873	96	7.8	88	7.8	12/8/1982	16000000	53977250	53977250	0.037646923	0.019388944	3.373578125
1982	55th	FALSE	Tootsie	Sydney Pollack and Dick Richards	7.4	78436	89	7.7	81	6.8	12/17/1982	15000000	177200000	177200000	0.035293982	0.063651278	11.81333333
1982	55th	FALSE	Missing	Edward Lewis and Mildred Lewis	7.1	817	64	5.9	65	7.2							
1982	55th	TRUE	Gandhi	Richard Attenborough	8.1	174903	88	8	92	8	12/8/1982	22000000	52767889	127767889	0.051764572	0.045894974	5.807631318
1982	55th	FALSE	E.T. The Extra-Terrestrial	Steven Spielberg and Kathleen Kennedy	7.9	286444	98	9.2	72	7							
1981	54th	FALSE	On Golden Pond	Bruce Gilbert	7.7	21681	92	7.5	87	7.4							
1981	54th	FALSE	Atlantic City	Denis Heroux and John Kemeny	7.4	11587	100	8.6	77	7.2							
1981	54th	TRUE	Chariots of Fire	David Puttnam	7.2	41228	83	7.7	80	7.2	9/25/1981	5500000	57159946	57467731	0.012941037	0.020642746	10.44867836
1981	54th	FALSE	Raiders of the Lost Ark	Frank Marshall	8.5	672883	94	9.2	96	8.2	6/12/1981	20000000	248159971	389925971	0.047058689	0.140063692	19.49629855
1981	54th	FALSE	Reds	Warren Beatty	7.5	16483	94	7.9	82	7.6	12/4/1981	33500000	50000000	50000000	0.078823399	0.017960293	1.492537313
1980	53rd	FALSE	The Elephant Man	Jonathan Sanger	8.2	165003	90	8.4	93	7.8	10/3/1980	5000000	26010864	26010864	0.011764566	0.009343255	5.2021728
1980	53rd	TRUE	Ordinary People	Ronald L. Schwary	7.8	35625	93	7.8	88	7.6	9/19/1980	6000000	52302978	52302978	0.014117508	0.018787536	8.717163
1980	53rd	FALSE	Raging Bull	Irwin Winkler and Robert Chartoff	8.3	239314	97	9	93	8.2	11/14/1980	18000000	23380203	23380203	0.042352806	0.008398306	1.298900167
1980	53rd	FALSE	Tess	Claude Berri	7.4	11	85	7.1	78	7.2							
1980	53rd	FALSE	Coal Miner's Daughter	Bernard Schwartz	7.5	13108	100	8.3	86	7.2	3/7/1980	15000000	67182787	67182787	0.035293982	0.024132451	4.478852467
1979	52nd	FALSE	Apocalypse Now	Francis Coppola	8.5	458451	97	8.9	94	8.2	8/15/1979	31500000	78800000	81250488	0.074117516	0.029185651	2.579380571
1979	52nd	FALSE	Norma Rae	Tamara Asseyev and Alex Rose	7.4	7843	90	7.5	79	7.2							
1979	52nd	TRUE	Kramer vs. Kramer	Stanley R. Jaffe	7.8	99472	88	7.8	89	7.4							
1979	52nd	FALSE	Breaking Away	Peter Yates	7.7	17659	94	8.2	88	7.8							
1979	52nd	FALSE	All That Jazz	Robert Alan Aurthur	7.8	19585	85	7.5	86	7.8							
1978	51st	FALSE	Midnight Express	Alan Marshall and David Puttnam	7.7	54678	95	7.7	89	7.8							
1978	51st	FALSE	Heaven Can Wait	Warren Beatty	6.9	14439	89	7.5	68	6.6							
1978	51st	FALSE	An Unmarried Woman	Paul Mazursky and Tony Ray	7.2	3374	89	6.9	73	7							
1978	51st	TRUE	The Deer Hunter	Barry Spikings	8.2	236848	94	8.6	92	8.2	1/1/1979	15000000	50000000	50000000	0.035293982	0.017960293	3.333333333
1977	50th	TRUE	Annie Hall	Charles H. Joffe	8.1	197092	98	8.9	93	7.8	4/20/1977	4000000	38251425	38251425	0.009411625	0.013740136	9.56285625
1977	50th	FALSE	Julia	Richard Roth	7.4	6569	73	6.4	67	6.6							
1977	50th	FALSE	The Goodbye Girl	Ray Stark	7.4	9581	88	6.6	84	7.6							
1977	50th	FALSE	The Turning Point	Herbert Ross and Arthur Laurents	7	3259	58	6.2	68	7.2							
1977	50th	FALSE	Star Wars	Gary Kurtz	8.7	927906	79	7.3	65	6.2							
1976	49th	FALSE	Taxi Driver	Michael Phillips and Julia Phillips	8.3	518126	99	9	93	8.2	2/8/1976	1000000	28262574	28268493	0.0023528	0.010154208	28.268493
1976	49th	FALSE	All the President's Men	Walter Coblenz	8	75490	93	9.1	92	7.8							
1976	49th	FALSE	Network	Howard Gottfried	6.9	130	91	8.4	93	8.4	1/1/1976	3800000	23689877	23689877	0.008941037	0.008509543	6.234178158
1976	49th	FALSE	Bound for Glory	Robert F. Blumofe and Harold Leventhal	7.4	3649	84	7.3	77	7.2							
1976	49th	TRUE	Rocky	Irwin Winkler and Robert Chartoff	5.8	64	93	8.4	69	6.4	11/21/1976	1000000	117235147	225000000	0.0023528	0.080821318	225
1975	48th	TRUE	One Flew over the Cuckoo's Nest	Saul Zaentz and Michael Douglas	8.7	687873	95	8.9	96	8.4							
1975	48th	FALSE	Nashville	Robert Altman	7.8	17803	94	8.7	84	8.2							
1975	48th	FALSE	Jaws	Richard D. Zanuck and David Brown	8	420895	97	9.2	90	7	6/20/1975	12000000	260000000	470700000	0.028235157	0.169078196	39.225
1975	48th	FALSE	Dog Day Afternoon	Martin Bregman and Martin Elfand	8	185879	95	8.7	90	8							
1975	48th	FALSE	Barry Lyndon	Stanley Kubrick	8.1	103870	97	8.2	92	8.2	1/1/1975	11000000	20000000	20169934	0.025882215	0.007245158	1.833630364
1974	47th	TRUE	The Godfather Part II	Francis Ford Coppola	9	807734	97	9.5	97	8.6							
1974	47th	FALSE	The Conversation	Francis Ford Coppola	7.9	75818	98	8.7	90	8.2	4/7/1974	1600000	4420000	4420000	0.003764565	0.00158769	2.7625
1974	47th	FALSE	Chinatown	Robert Evans	8.2	220508	98	9.3	93	8.4							
1974	47th	FALSE	Lenny	Marvin Worth	7.6	11369	100	8.1	88	7.8							
1974	47th	FALSE	The Towering Inferno	Irwin Allen	6.9	30428	71	6.6	72	6.6							
1973	46th	FALSE	A Touch of Class	Melvin Frank	6.5	2094	91	6.8	65	6.2							
1973	46th	FALSE	American Graffiti	Francis Ford Coppola	7.5	64602	95	8.4	84	7.2	8/11/1973	777000	115000000	140000000	0.001828094	0.05028882	180.1801802
1973	46th	FALSE	The Exorcist	William Peter Blatty	8	289236	86	8	87	7.4	12/26/1973	12000000	202347346	400214478	0.028235157	0.143759384	33.3512065
1973	46th	FALSE	Cries and Whispers	Ingmar Bergman	8.2	20307	89	8.1	91	8.6							
1973	46th	TRUE	The Sting	Tony Bill	8.3	179040	93	8.3	95	8.2	12/25/1973	5500000	159616327	159616327	0.012941037	0.057335119	29.02115036
1972	45th	FALSE	Sounder	Robert B. Radnitz	7.7	2597	88	7.7	77	7.6							
1972	45th	TRUE	The Godfather	Albert S. Ruddy	9.2	1177714	99	9.2	98	8.8	3/15/1972	7000000	134966411	268500000	0.016470449	0.096446772	38.35714286
1972	45th	FALSE	The Emigrants	Bengt Forslund	8	3577	88	9	88	8.2							
1972	45th	FALSE	Deliverance	John Boorman	7.7	79862	93	8.5	82	7.2							
1972	45th	FALSE	Cabaret	Cy Feuer	7.9	37050	97	8.3	87	7.6							
1971	44th	TRUE	The French Connection	Philip D'Antoni	7.8	83997	98	8.7	87	7.8	10/9/1971	2200000	41158757	41158757	0.00517633	0.014784467	18.70852591
1971	44th	FALSE	Fiddler on the Roof	Norman Jewison	8	30222	81	7.7	92	7.6	1/1/1971	9000000	80500000	80500000	0.021176332	0.028916071	8.944444444
1971	44th	FALSE	A Clockwork Orange	Stanley Kubrick	8.3	569842	90	8.4	93	8							
1971	44th	FALSE	The Last Picture Show	Stephen J. Friedman	8.1	31910	100	9.1	90	8.2							
1971	44th	FALSE	Nicholas and Alexandra	Sam Spiegel	7.3	3379	71	6.2	79	7.6							
1970	43rd	FALSE	Airport	Ross Hunter	3.1	58	80	6.2	53	6.2							
1970	43rd	FALSE	Five Easy Pieces	Bob Rafelson and Richard Wechsler	7.5	25816	87	8.4	85	7.8							
1970	43rd	FALSE	Love Story	Howard G. Minsky	6.9	23292	67	6	21	5.4							
1970	43rd	FALSE	M*A*S*H	Ingo Preminger	7.3	99	87	8.4	83	7.4	1/1/1970	3500000	81600000	81600000	0.008235154	0.029311198	23.31428571
1970	43rd	TRUE	Patton	Frank McCarthy	8	77384	95	8.4	94	8	1/1/1970	12000000	62500000	62500000	0.028235157	0.022450366	5.208333333
1969	42nd	FALSE	Hello Dolly!	Ernest Lehman	7.2	10101	44	6	76	7							
1969	42nd	FALSE	Anne of the Thousand Days	Hal B. Wallis	7.6	5255	42	6.6	83	7.8							
1969	42nd	FALSE	Butch Cassidy and the Sundance Kid	John Foreman	8.1	155114	89	8.2	92	8	10/24/1969	6000000	102308900	102308900	0.014117508	0.036749956	17.05148333
1969	42nd	TRUE	Midnight Cowboy	Jerome Hellman	7.9	77783	90	8.2	88	7.8	5/25/1969	3600000	44785053	44785053	0.008470448	0.016087053	12.4402925
1969	42nd	FALSE	Z	Jacques Perrin and Hamed Rachedi	4.2	970	95	8.2	93	8.6							
1968	41st	FALSE	Romeo and Juliet	Anthony Havelock-Allan and John Brabourne	7.7	23982	97	7.9	74	6.6							
1968	41st	FALSE	Rachel Rachel	Paul Newman	7.5	2251	86	6.8	78	7.4							
1968	41st	TRUE	Oliver!	John Woolf	7.5	25776	50	4.8	48	6.8	12/11/1968	10000000	37402877	37402877	0.023529274	0.013435332	3.7402877
1968	41st	FALSE	The Lion in Winter	Martin Poll	8.1	23456	91	8.2	90	8.2							
1968	41st	FALSE	Funny Girl	Ray Stark	7.5	13402	92	7.6	85	7.4							
1967	40th	FALSE	Bonnie and Clyde	Warren Beatty	7.9	81202	88	8.2	88	7.6							
1967	40th	FALSE	Doctor Dolittle	Arthur P. Jacobs	6.2	6362	32	4.4	57	6.2	6/26/1998	71500000	144156605	294156605	0.168235177	0.105662775	4.114078392
1967	40th	FALSE	Guess Who's Coming to Dinner	Stanley Kramer	7.8	29398	68	6	85	7.6							
1967	40th	TRUE	In the Heat of the Night	Walter Mirisch	8	50201	95	8.2	92	7.8	8/2/1967	2000000	24379978	24379978	0.004705742	0.008757431	12.189989
1967	40th	FALSE	The Graduate	Lawrence Turman	8	212893	89	8.7	90	7.6							
1966	39th	FALSE	Who's Afraid of Virginia Woolf?	Ernest Lehman	8.1	56954	95	8.5	91	8.2							
1966	39th	FALSE	The Sand Pebbles	Robert Wise	7.7	10402	93	7.1	88	7.8							
1966	39th	FALSE	The Russians Are Coming The Russians Are Coming	Norman Jewison	7.1	6300	84	6.8	75	7							
1966	39th	TRUE	A Man for All Seasons	Fred Zinnemann	7.9	24029	82	7.8	87	8	12/12/1966	3900000	28350000	28350000	0.009176331	0.010183486	7.269230769
1966	39th	FALSE	Alfie	Lewis Gilbert	7.1	13	100	7.9	76	6.8							
1965	38th	FALSE	Darling	Joseph Janni	7.2	4321	70	7	71	7.2							
1965	38th	FALSE	Doctor Zhivago	Carlo Ponti	7.4	90	81	7.5	88	7.8	12/22/1965	11000000	111721000	111859493	0.025882215	0.040180585	10.16904482
1965	38th	FALSE	Ship of Fools	Stanley Kramer	7.2	3833	81	6.8	80	7.4							
1965	38th	FALSE	A Thousand Clowns	Fred Coe	7.6	2512	69	6.8	91	8.4							
1965	38th	TRUE	The Sound of Music	Robert Wise	8	150713	86	8	91	7.2	4/1/1965	8200000	163214286	286214286	0.019293979	0.102809848	34.90418122
1964	37th	TRUE	My Fair Lady	Jack L. Warner	7.9	67943	96	8.1	90	7.4	10/22/1964	17000000	72000000	72060976	0.039999865	0.025884725	4.238880941
1964	37th	FALSE	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	Stanley Kubrick	8.5	348736	99	9.1	94	8.4							
1964	37th	FALSE	Becket	Hal B. Wallis	8	11214	76	7.3	88	8							
1964	37th	FALSE	Zorba the Greek	Michael Cacoyannis	7.8	15646	86	7.3	87	8							
1964	37th	FALSE	Mary Poppins	Walt Disney and Bill Walsh	7.8	109707	100	8.3	86	7	8/26/1964	6000000	102300000	102300000	0.014117508	0.036746759	17.05
1963	36th	TRUE	Tom Jones	Tony Richardson	6.7	8609	83	7.9	58	6.6	10/7/1963	1000000	37600000	37600000	0.0023528	0.01350614	37.6
1963	36th	FALSE	America America	Elia Kazan	7.9	3541	61	5.8	61	6.8							
1963	36th	FALSE	How the West Was Won	Bernard Smith	7.1	14447	100	7.2	74	7.2							
1963	36th	FALSE	Cleopatra	Walter Wanger	7	21963	55	5.9	70	6.8	6/12/1963	42000000	57000000	71000000	0.098823402	0.025503616	1.690476191
1963	36th	FALSE	Lilies of the Field	Ralph Nelson	7.7	6749	100	7.8	86	8							
1962	35th	TRUE	Lawrence of Arabia	Sam Spiegel	8.4	196528	97	9.1	93	8.4	12/16/1962	15000000	37495385	69995385	0.035293982	0.025142752	4.666359
1962	35th	FALSE	To Kill a Mockingbird	Alan J. Pakula	8.3	219606	91	8.8	93	7.8							
1962	35th	FALSE	Mutiny on the Bounty	Aaron Rosenberg	7.2	11708	94	8.1	83	7.4							
1962	35th	FALSE	Meredith Willson's The Music Man	Morton Da Costa	7.7	13171	94	8.1	85	7							
1962	35th	FALSE	The Longest Day	Darryl F. Zanuck	7.8	43718	92	7.5	90	7.8	10/4/1962	10000000	39100000	50100000	0.023529274	0.017996213	5.01
1961	34th	FALSE	Fanny	Joshua Logan	7.1	1443	63	4.9	50	6.8							
1961	34th	FALSE	The Hustler	Robert Rossen	8	63606	98	8.7	93	8	9/25/1961	2000000	7600000	7600000	0.004705742	0.002729965	3.8
1961	34th	FALSE	The Guns of Navarone	Carl Foreman	7.6	36487	95	7.9	86	7.4							
1961	34th	TRUE	West Side Story	Robert Wise	7.6	73033	94	8.3	84	7	10/18/1961	6000000	43700000	43700000	0.014117508	0.015697296	7.283333333
1961	34th	FALSE	Judgment at Nuremberg	Stanley Kramer	8.3	45716	90	7.6	93	8.2	1/1/1961	3000000	10000000	10000000	0.007058683	0.003592059	3.333333333
1960	33rd	TRUE	The Apartment	Billy Wilder	8.3	111727	93	8.5	94	8.4	1/1/1960	3000000	18600000	24600000	0.007058683	0.008836464	8.2
1960	33rd	FALSE	The Alamo	John Wayne	6.9	11013	50	5.5	64	7	10/24/1960	12000000	7900000	7900000	0.028235157	0.002837726	0.658333333
1960	33rd	FALSE	The Sundowners	Fred Zinnemann	7.3	2850	78	7	63	7.2							
1960	33rd	FALSE	Elmer Gantry	Bernard Smith	7.9	8080	96	7.8	86	7.8	1/1/1960	3000000	10400000	10400000	0.007058683	0.003735741	3.466666667
1960	33rd	FALSE	Sons and Lovers	Jerry Wald	7.3	953	75	6.9	54	7.2							
1959	32nd	FALSE	Anatomy of a Murder	Otto Preminger	8.1	47128	100	8.6	91	8.2							
1959	32nd	TRUE	Ben-Hur	Sam Zimbalist	8.1	164708	88	7.9	89	7.4	11/18/1959	15000000	73000000	73000000	0.035293982	0.026222028	4.866666667
1959	32nd	FALSE	The Diary of Anne Frank	George Stevens	7.4	9649	76	7	77	7							
1959	32nd	FALSE	The Nun's Story	Henry Blanke	7.6	7163	93	7.7	82	7.6	1/1/1959	3500000	12800000	12800000	0.008235154	0.004597835	3.657142857
1959	32nd	FALSE	Room at the Top	John Woolf and James Woolf	7.7	3645	100	8.4	82	7.4							
1958	31st	FALSE	Separate Tables	Harold Hecht	7.5	4904	77	7.7	77	7.4							
1958	31st	TRUE	Gigi	Arthur Freed	6.9	14799	77	7.2	74	7.2							
1958	31st	FALSE	The Defiant Ones	Stanley Kramer	7.7	9702	81	7	88	7.6							
1958	31st	FALSE	Cat on a Hot Tin Roof	Lawrence Weingarten	8.1	34308	97	7.7	93	8	9/20/1958	3000000	17570324	17570324	0.007058683	0.006311363	5.856774667
1958	31st	FALSE	Auntie Mame	Warner Bros.	8	8232	92	8	93	8.6							
1957	30th	FALSE	Witness for the Prosecution	Arthur Hornblow	8.4	65112	100	8.5	95	8.4							
1957	30th	TRUE	The Bridge on the River Kwai	Sam Spiegel	8.2	152523	94	9.2	93	8	12/18/1957	3000000	33300000	33300000	0.007058683	0.011961555	11.1
1957	30th	FALSE	Sayonara	William Goetz	7.3	4359	100	7.2	79	7.4							
1957	30th	FALSE	Peyton Place	Jerry Wald	7.2	4019	60	6	73	7.2							
1957	30th	FALSE	12 Angry Men	Henry Fonda and Reginald Rose	8.9	459379	92	7.3	86	7.6	4/13/1957	340000	0	0	0.000799859		0
1956	29th	FALSE	Giant	George Stevens and Henry Ginsberg	7.7	26696	95	7.6	87	7.8							
1956	29th	FALSE	Friendly Persuasion	William Wyler	7.5	4940	88	7.5	82	7.8							
1956	29th	TRUE	Around the World in 80 Days	Michael Todd	6.8	18320	74	6.1	58	6.2	10/17/1956	6000000	42000000	42000000	0.014117508	0.015086646	7
1956	29th	FALSE	The King and I	Charles Brackett	7.5	19466	96	8.2	83	7.2							
1956	29th	FALSE	The Ten Commandments	Cecil B. DeMille	7.9	48616	94	7.5	86	7.4	10/5/1956	13500000	80000000	80000000	0.031764569	0.028736469	5.925925926
1955	28th	FALSE	Mister Roberts	Leland Hayward	7.8	12953	92	7.5	85	7.8							
1955	28th	FALSE	The Rose Tattoo	Hal B. Wallis	7.2	2644	80	7.8	76	7.2							
1955	28th	FALSE	Love Is a Many-Splendored Thing	Buddy Adler	6.6	3345	50	5.8	57	6.6							
1955	28th	FALSE	Picnic	Fred Kohlmar	7.2	6374	57	6.7	55	6.8							
1955	28th	TRUE	Marty	Harold Hecht	7.1	8	100	8.1	88	8							
1954	27th	FALSE	Three Coins in the Fountain	Sol C. Siegel	6.3	2217	63	5.7	44	6.4							
1954	27th	FALSE	Seven Brides for Seven Brothers	Jack Cummings	7.4	16252	88	7.7	87	7.4							
1954	27th	TRUE	On the Waterfront	Sam Spiegel	8.2	102837	98	9.1	95	8.4	7/28/1954	910000	9600000	9600000	0.002141036	0.003448376	10.54945055
1954	27th	FALSE	The Country Girl	William Perlberg	7.3	4112	83	7	78	7.2							
1954	27th	FALSE	The Caine Mutiny	Stanley Kramer	7.9	20366	92	7.8	87	7.6							
1953	26th	FALSE	Shane	George Stevens	7.7	28401	97	8.4	81	7.4							
1953	26th	FALSE	Roman Holiday	William Wyler	8.1	103378	98	8.4	94	8.2							
1953	26th	FALSE	The Robe	Frank Ross	6.8	6520	33	5.3	69	7	9/16/1953	5000000	36000000	36000000	0.011764566	0.012931411	7.2
1953	26th	FALSE	Julius Caesar	John Houseman	7.4	7988	95	7.8	81	7.2							
1953	26th	TRUE	From Here to Eternity	Buddy Adler	7.8	34414	92	8.2	84	7.6	8/5/1953	1650000	30500000	30500000	0.003882212	0.010955779	18.48484848
1952	25th	FALSE	The Quiet Man	John Ford and Merian C. Cooper	7.9	27309	89	8	91	8.2							
1952	25th	FALSE	Moulin Rouge	Romulus Films	7.6	226437	76	7.1	89	7.4							
1952	25th	FALSE	Ivanhoe	Pandro S. Berman	6.8	6458	79	6.1	65	6.6							
1952	25th	FALSE	High Noon	Stanley Kramer	8	81176	96	8.8	89	8	1/1/1952	730000	8000000	8000000	0.001717506	0.002873647	10.95890411
1952	25th	TRUE	The Greatest Show on Earth	Cecil B. DeMille	6.7	9599	44	5.3	56	6.8	1/10/1952	4000000	36000000	36000000	0.009411625	0.012931411	9
1951	24th	FALSE	A Streetcar Named Desire	Charles K. Feldman	8	79478	98	8.7	90	8	9/18/1951	1800000	8000000	8000000	0.004235154	0.002873647	4.444444444
1951	24th	FALSE	Quo Vadis	Sam Zimbalist	8.5	6	88	6.4	73	7.2							
1951	24th	FALSE	A Place in the Sun	George Stevens	7.8	15283	75	7.2	84	7.8							
1951	24th	FALSE	Decision before Dawn	Anatole Litvak and Frank McCarthy	7.4	1740	100	7.8	68	7.4							
1951	24th	TRUE	An American in Paris	Arthur Freed	7.2	22315	95	8	79	7.4							
1950	23rd	FALSE	Sunset Blvd.	Paramount	8.5	142289	98	9.3	95	8.6							
1950	23rd	FALSE	King Solomon's Mines	Metro-Goldwyn-Mayer	6.9	4447	11	3.6	31	5.4							
1950	23rd	FALSE	Father of the Bride	Metro-Goldwyn-Mayer	7.2	7873	73	6	70	6.4							
1950	23rd	FALSE	Born Yesterday	Columbia	7.6	7585	95	8.2	86	7.8							
1950	23rd	TRUE	All about Eve	20th Century-Fox	8.3	84353	100	9.1	94	8.6							
1949	22nd	FALSE	Battleground	Metro-Goldwyn-Mayer	7.6	5212	100	8.4	82	7.4							
1949	22nd	FALSE	Twelve O'Clock High	20th Century-Fox	7.8	10089	96	8.3	87	7.6							
1949	22nd	FALSE	A Letter to Three Wives	20th Century-Fox	7.9	6268	94	8.2	86	7.6							
1949	22nd	FALSE	The Heiress	Paramount	8.3	9871	100	8.5	93	8.4							
1949	22nd	TRUE	All the King's Men	Robert Rossen Productions	7.6	9953	97	7.9	77	7.4							
1948	21st	FALSE	The Treasure of the Sierra Madre	Warner Bros.	8.3	80795	100	9	93	8.4							
1948	21st	FALSE	The Snake Pit	20th Century-Fox	7.7	4975	100	8.6	82	7.6							
1948	21st	FALSE	The Red Shoes	J. Arthur Rank-Archers	8.3	20451	96	9	92	8.4							
1948	21st	FALSE	Johnny Belinda	Warner Bros.	7.8	3180	88	7.2	88	7.6							
1948	21st	TRUE	Hamlet	J. Arthur Rank-Two Cities Films	7.8	11939	76	6.4	59	6.4							
1947	20th	FALSE	Crossfire	RKO Radio	7.4	5476	79	7.2	75	7							
1947	20th	FALSE	Miracle on 34th Street	20th Century-Fox	7.9	30379	96	8.3	87	7.2							
1947	20th	FALSE	Great Expectations	J. Arthur Rank-Cineguild	8	17815	100	8.4	88	7.8							
1947	20th	TRUE	Gentleman's Agreement	20th Century-Fox	7.4	11013	78	7	77	7.4	1/1/1947	2000000	7800000	7800000	0.004705742	0.002801806	3.9
1947	20th	FALSE	The Bishop's Wife	Samuel Goldwyn Productions	7.6	10268	82	6.4	82	7.6							
1946	19th	FALSE	It's a Wonderful Life	Liberty Films	8.6	280928	94	8.9	95	8	1/1/1946	3180000	6600000	9644124	0.007482213	0.003464226	3.032743396
1946	19th	FALSE	Henry V	J. Arthur Rank-Two Cities Films	7.3	4519	100	8.3	89	8							
1946	19th	FALSE	The Yearling	Metro-Goldwyn-Mayer	7.3	4318	100	8.4	75	7							
1946	19th	TRUE	The Best Years of Our Lives	Samuel Goldwyn Productions	8.1	41066	96	8.6	92	8.4	11/21/1946	2100000	23600000	23600000	0.004941036	0.008477258	11.23809524
1946	19th	FALSE	The Razor's Edge	20th Century-Fox	7.5	3981	83	6.9	72	7.4							
1945	18th	FALSE	Spellbound	Selznick International Pictures	7.6	33425	83	7.2	82	7.6	10/31/1945	1500000	7000000	7000000	0.003529271	0.002514441	4.666666667
1945	18th	FALSE	Mildred Pierce	Warner Bros.	8	16111	82	7.7	90	8.2							
1945	18th	TRUE	The Lost Weekend	Paramount	8	25346	100	8.2	90	8	1/1/1945	1250000	11000000	11000000	0.002941036	0.003951264	8.8
1945	18th	FALSE	The Bells of St. Mary's	Rainbow Productions	7.5	5518	94	7.3	78	7.4							
1945	18th	FALSE	Anchors Aweigh	Metro-Goldwyn-Mayer	7.2	6052	62	6.8	80	7.4							
1944	17th	TRUE	Going My Way	Paramount	7.2	7622	78	7.1	77	7.4							
1944	17th	FALSE	Gaslight	Metro-Goldwyn-Mayer	6.6	326	83	7.7	90	8							
1944	17th	FALSE	Double Indemnity	Paramount	8.4	99831	96	9	95	8.4							
1944	17th	FALSE	Since You Went Away	Selznick International Pictures	7.6	3360	75	6.9	82	7.8							
1944	17th	FALSE	Wilson	20th Century-Fox	7	1003	88	6.7	46	6.8	8/1/1944	5200000	2000000	2000000	0.012235155	0.000718412	0.384615385
1943	16th	FALSE	Madame Curie	Metro-Goldwyn-Mayer	7.2	1844	83	6.3	65	7.2							
1943	16th	FALSE	For Whom the Bell Tolls	Paramount	7	6371	77	6.4	62	7							
1943	16th	FALSE	The Song of Bernadette	20th Century-Fox	7.7	4474	80	6.9	80	7.6							
1943	16th	FALSE	The More the Merrier	Columbia	8	4132	94	8.2	82	7.8							
1943	16th	FALSE	Watch on the Rhine	Warner Bros.	7.5	2813	80	6.8	61	7.2							
1943	16th	TRUE	Casablanca	Warner Bros.	8.6	394552	97	9.3	95	8.2	1/23/1943	1039000	10462500	10462500	0.002444565	0.003758191	10.06977863
1943	16th	FALSE	Heaven Can Wait	20th Century-Fox	6.9	14439	89	7.5	68	6.6							
1943	16th	FALSE	In Which We Serve	Two Cities	7.3	3821	93	7.8	76	7.8							
1943	16th	FALSE	The Ox-Bow Incident	20th Century-Fox	8.1	16157	94	8.1	91	8							
1943	16th	FALSE	The Human Comedy	Metro-Goldwyn-Mayer	7.2	1330	80	5.8	72	7.2							
1942	15th	FALSE	The Pride of the Yankees	Samuel Goldwyn Productions	7.8	7814	92	7.6	89	8							
1942	15th	TRUE	Mrs. Miniver	Metro-Goldwyn-Mayer	7.6	11649	92	7.8	85	7.8							
1942	15th	FALSE	Wake Island	Paramount	7	1377	83	7.2	58	7							
1942	15th	FALSE	The Talk of the Town	Columbia	7.6	5379	93	7.4	85	7.6							
1942	15th	FALSE	Random Harvest	Metro-Goldwyn-Mayer	8	5337	89	7.6	90	8.2							
1942	15th	FALSE	The Magnificent Ambersons	Mercury	7.9	17064	91	8.5	85	8							
1942	15th	FALSE	Kings Row	Warner Bros.	7.7	3091	100	7.7	76	7.4							
1942	15th	FALSE	The Invaders	Ortus	7.4	4357	No info	No info	40	5.8							
1942	15th	FALSE	The Pied Piper	20th Century-Fox	7.2	313	100	7.2	86	7							
1942	15th	FALSE	Yankee Doodle Dandy	Warner Bros.	7.8	11202	92	8	83	7.6							
1941	14th	FALSE	The Maltese Falcon	Warner Bros.	8.1	115435	100	9	91	8							
1941	14th	FALSE	Suspicion	RKO Radio	7.4	23998	100	7.8	78	7.4							
1941	14th	FALSE	Sergeant York	Warner Bros.	7.8	12433	84	6.9	86	8							
1941	14th	FALSE	One Foot in Heaven	Warner Bros.	7.1	742	100	7.3	52	7							
1941	14th	FALSE	The Little Foxes	Samuel Goldwyn Productions	8.2	7633	100	8.5	88	8							
1941	14th	TRUE	How Green Was My Valley	20th Century-Fox	7.8	16096	90	7.9	81	7.8	10/28/1941	1250000	0	0	0.002941036		0
1941	14th	FALSE	Citizen Kane	Mercury	8.4	303237	100	9.4	90	8.2							
